artist_name,id,track_name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,artist_pop,genres,track_pop,genres_list,subjectivity,polarity
Hikaru Utada,5RhWszHMSKzb7KiXk4Ae0M,One Last Kiss,0.592,0.54,8,-11.249,0,0.0587,0.692,0.00187,0.0965,0.354,111.955,67,anime classic_j-pop j-pop japanese_singer-songwriter,60,"['anime', 'classic_j-pop', 'j-pop', 'japanese_singer-songwriter']",low,Neutral
MUSASHI PROJECT,6faRsCMylJKKQqESbwJTA9,哀と悲,0.28,0.183,4,-14.359,0,0.0361,0.743,0.525,0.173,0.0395,119.685,46,unknown,53,['unknown'],low,Neutral
Hiroaki Tsutsumi,2d0MD0qqYEdGSvqgLHNiDR,Greatest Strength,0.263,0.459,6,-8.696,0,0.0349,0.0875,0.00104,0.105,0.152,86.297,48,anime_score,42,['anime_score'],high,Positive
FantasticYouth,4AElkruOc9gECdltSuV3JN,小喋日和,0.718,0.803,6,-4.983,1,0.0318,0.182,1.85e-06,0.111,0.889,110.009,43,unknown,58,['unknown'],low,Neutral
Kato,0wIfYaveiZku0eL44UXtHk,Konoha Peace,0.71,0.464,2,-8.171,1,0.0316,0.345,0.915,0.163,0.436,124.061,60,anime_lo-fi,47,['anime_lo-fi'],low,Neutral
LiSA,5Xs2wcsqZwZ6bfLSpAs08G,紅蓮華 -TV ver.-,0.559,0.973,4,-3.386,0,0.088,0.0573,0.0,0.558,0.632,135.012,64,anime anime_rock j-pixie j-pop,55,"['anime', 'anime_rock', 'j-pixie', 'j-pop']",low,Neutral
the peggies,2zwZPlMKb1vaFcQK6PpMtP,センチメートル,0.564,0.922,2,-2.303,1,0.0368,0.00198,5.03e-06,0.231,0.828,139.962,46,anime j-pixie,58,"['anime', 'j-pixie']",low,Neutral
Kensuke Ushio,6bTCdqB1PN5J93hiiZvQzW,lit(var),0.329,0.258,1,-16.147,0,0.0615,0.943,0.934,0.105,0.0338,95.328,54,anime_score japanese_soundtrack,52,"['anime_score', 'japanese_soundtrack']",low,Neutral
Yuki Hayashi,0hHc2igYYlSUyZdByauJmB,You Say Run,0.325,0.947,7,-5.102,1,0.107,0.00143,0.966,0.145,0.352,87.406,56,anime_score japanese_soundtrack,62,"['anime_score', 'japanese_soundtrack']",low,Neutral
Hiroyuki Sawano,7k1HoUdskuBhyWvm7hPctM,Call of Silence,0.504,0.38,6,-11.826,0,0.037,0.642,0.857,0.0697,0.0535,123.911,62,anime_score japanese_soundtrack,62,"['anime_score', 'japanese_soundtrack']",low,Neutral
Aimer,2HovXsvcdJur52BOcYGydz,カタオモイ,0.621,0.533,1,-5.974,1,0.0342,0.78,0.0,0.333,0.791,96.981,62,anime anime_rock j-pixie j-pop j-poprock,66,"['anime', 'anime_rock', 'j-pixie', 'j-pop', 'j-poprock']",low,Neutral
Hiroyuki Sawano,4dHOnPucB5VBYq3gjRtYy9,You See Big Girl / T:T,0.186,0.679,7,-7.884,0,0.0441,0.00756,0.884,0.128,0.227,86.867,62,anime_score japanese_soundtrack,61,"['anime_score', 'japanese_soundtrack']",low,Neutral
KANKAKU PIERO,2vDPSojrX4aL7aiCPD7kja,Harukamirai,0.459,0.99,9,-1.083,1,0.128,0.0102,4.98e-06,0.307,0.458,91.006,45,anime_rock j-pixie j-rock,62,"['anime_rock', 'j-pixie', 'j-rock']",low,Neutral
LiSA,3SlQVRQAgsc6ac6UBM9dIk,unlasting,0.637,0.447,7,-5.893,0,0.0302,0.53,0.0,0.0977,0.343,113.256,64,anime anime_rock j-pixie j-pop,56,"['anime', 'anime_rock', 'j-pixie', 'j-pop']",low,Neutral
majiko,2lXu7SNGIKHJ8EV2EetYFa,命に嫌われている。,0.727,0.833,0,-3.384,1,0.0443,0.065,0.0,0.122,0.525,99.985,45,anime_rock j-pixie,54,"['anime_rock', 'j-pixie']",low,Neutral
THE ORAL CIGARETTES,38kcwx5znepLWCIBID0Bwm,Kyouran Hey Kids!!,0.526,0.981,8,-1.82,1,0.111,0.00318,0.00161,0.187,0.781,142.016,54,j-poprock j-rock japanese_indie_rock,68,"['j-poprock', 'j-rock', 'japanese_indie_rock']",low,Neutral
Ikimonogakari,1p0WZg4NXoNVGj2AuoLJe7,熱情のスペクトラム,0.479,0.902,11,-2.665,0,0.0439,0.0593,0.0,0.394,0.748,159.975,59,anime j-pop,64,"['anime', 'j-pop']",low,Neutral
Fery,6B58M2bmAU5cuwy1Jci3ZU,Naruto Shippuden Loneliness - Trap Remix,0.616,0.531,8,-8.955,1,0.0305,0.0245,0.146,0.129,0.133,111.713,0,anime_lo-fi,0,['anime_lo-fi'],low,Neutral
Eve,72uSoNIf7eScfGZFQjNHrR,Dramaturgy,0.592,0.9,3,-1.73,0,0.0741,0.0192,0.0,0.172,0.706,149.018,64,anime anime_rock,64,"['anime', 'anime_rock']",low,Neutral
Hiroyuki Sawano,5IzZpz0vA73IIjqFPpXSXP,Attack on Titan,0.54,0.608,2,-8.498,1,0.0508,0.00182,0.76,0.106,0.0389,125.01,62,anime_score japanese_soundtrack,61,"['anime_score', 'japanese_soundtrack']",low,Neutral
Samuel Kim,0R0EnWSJ1bqeWXDdc7Vt7x,"Overtaken - Epic Version (from ""One Piece"")",0.675,0.775,7,-8.091,1,0.0701,0.0798,0.886,0.073,0.452,106.002,59,anime_lo-fi,0,['anime_lo-fi'],high,Positive
Yasuharu Takanashi,7JoZiEMrwjpD18krCV8Czo,FAIRY TAIL Main Theme,0.462,0.9,2,-3.578,0,0.0393,2.93e-05,0.905,0.312,0.366,110.008,56,anime anime_score japanese_celtic,55,"['anime', 'anime_score', 'japanese_celtic']",medium,Positive
Shiki-TMNS,38yqKz2oVyauelwQVHvL2I,Hentai Bitch,0.714,0.471,1,-12.226,1,0.21,0.56,0.0,0.126,0.589,80.014,49,anime_rap meme_rap,55,"['anime_rap', 'meme_rap']",low,Neutral
Samuel Kim,4FelxMfZ4qBAq25djhKhcw,See You Again - Epic Orchestral Version,0.578,0.429,10,-9.548,1,0.0262,0.687,0.906,0.113,0.148,144.032,59,anime_lo-fi,0,['anime_lo-fi'],high,Positive
Hideki Taniuchi,1asnqohK6MboIkoR5R3Osz,L no Theme,0.674,0.827,2,-6.99,1,0.0285,0.285,0.929,0.0875,0.457,135.021,46,unknown,1,['unknown'],low,Neutral
ENHYPEN,4eOcd47wPU3ixxYw0spREl,Let Me In (20 CUBE),0.483,0.795,8,-4.338,0,0.181,0.00258,0.0,0.0912,0.685,171.853,76,anime k-pop_boy_group,63,"['anime', 'k-pop_boy_group']",low,Neutral
Hiroyuki Sawano,6iaQi9uPzHoXLMo5g490Bj,Barricades,0.624,0.941,7,-4.894,1,0.0527,0.0661,0.0,0.113,0.56,105.02,62,anime_score japanese_soundtrack,58,"['anime_score', 'japanese_soundtrack']",low,Neutral
ENHYPEN,2RmGQmFyJetffds9FSRm3c,Foreshadow,0.363,0.691,11,-6.549,0,0.0978,0.0305,0.000298,0.124,0.22,90.49,76,anime k-pop_boy_group,59,"['anime', 'k-pop_boy_group']",low,Neutral
Samuel Kim,38oTXP25IcZ5VlzQJFQuU2,"Running Up That Hill - Epic Version (from ""Stranger Things)",0.488,0.718,0,-8.978,0,0.0411,0.00499,0.753,0.15,0.151,107.978,59,anime_lo-fi,0,['anime_lo-fi'],high,Positive
Rustage,1VT6DSbClCDLjPkohMovAg,Copy (Kakashi Rap),0.729,0.805,8,-3.283,1,0.403,0.582,0.0,0.185,0.74,169.771,57,anime_rap,42,['anime_rap'],low,Neutral
ENHYPEN,3dG1jxbfBIZvzyFwAcsmS0,Not For Sale,0.583,0.589,2,-6.621,1,0.203,0.0612,0.0,0.108,0.56,192.13,76,anime k-pop_boy_group,61,"['anime', 'k-pop_boy_group']",low,Neutral
Kenshi Yonezu,04TshWXkhV1qkqHzf31Hn6,Lemon,0.525,0.646,11,-4.963,1,0.0268,0.304,0.0,0.297,0.373,86.957,70,anime j-pop,69,"['anime', 'j-pop']",low,Neutral
ENHYPEN,6IqKFke4ZhKbGYULllEezY,Go Big or Go Home,0.766,0.844,10,-3.993,0,0.0575,0.0502,0.0,0.269,0.823,122.019,76,anime k-pop_boy_group,67,"['anime', 'k-pop_boy_group']",low,Neutral
[Alexandros],6M2J8MffpkAQRjnF7xZ8BR,ムーンソング,0.538,0.919,8,-3.395,1,0.0389,0.00262,0.000175,0.178,0.658,134.014,54,anime anime_rock j-pop j-rock,0,"['anime', 'anime_rock', 'j-pop', 'j-rock']",low,Neutral
OFFICIAL HIGE DANDISM,3RFL9hE5cBocBsjD5XLJLQ,Mixed Nuts,0.542,0.918,6,-5.074,1,0.0937,0.0101,0.0,0.259,0.784,150.094,67,anime anime_rock j-pop,62,"['anime', 'anime_rock', 'j-pop']",low,Neutral
ENHYPEN,3TgPwLFXV6GEIsDZANHktY,Flicker,0.656,0.761,10,-5.112,0,0.092,0.00647,3.35e-06,0.169,0.549,85.149,76,anime k-pop_boy_group,61,"['anime', 'k-pop_boy_group']",low,Neutral
Samuel Kim,0Krjv3PrcZtAzRFx33zxZB,"Gojo Satoru Hollow Purple Theme (from ""Jujutsu Kaisen"")",0.38,0.54,11,-11.357,0,0.0368,0.0138,0.757,0.0739,0.0649,140.015,59,anime_lo-fi,0,['anime_lo-fi'],low,Negative
Linked Horizon,6rsbsdiGDrYvhbb1K7ziTL,Guren no Yumiya Tv Size Ver.,0.494,0.91,1,-6.016,0,0.0479,0.561,1.13e-06,0.107,0.507,90.447,56,anime otacore,58,"['anime', 'otacore']",low,Neutral
ENHYPEN,3QdjLOemIcMZovVOnvJP7P,Just A Little Bit,0.441,0.59,0,-5.615,1,0.0514,0.242,0.0,0.349,0.411,84.633,76,anime k-pop_boy_group,62,"['anime', 'k-pop_boy_group']",high,Negative
Linked Horizon,27iksNpaur1CcH0w8703by,Shinzo wo Sasageyo! - TV Size,0.435,0.953,0,-5.327,1,0.0423,0.246,0.0,0.123,0.612,79.959,56,anime otacore,59,"['anime', 'otacore']",low,Neutral
[Alexandros],1alTFChaR599v3YgjecITE,閃光,0.546,0.971,5,-3.451,0,0.0636,0.000132,0.0,0.0731,0.473,104.083,54,anime anime_rock j-pop j-rock,0,"['anime', 'anime_rock', 'j-pop', 'j-rock']",low,Neutral
Yutaka Yamada,67ColSQSTMboSIc6Cw6p88,GLASSY SKY,0.451,0.246,8,-14.784,0,0.0403,0.546,6.53e-05,0.284,0.145,145.587,46,anime_score,55,['anime_score'],low,Neutral
QUEEN BEE,3xVCQGla5LLhrwqNS2FcHo,火炎,0.521,0.933,11,-4.874,0,0.179,0.034,2.07e-05,0.33,0.607,169.842,54,anime_rock dance_rock j-pop j-rock,0,"['anime_rock', 'dance_rock', 'j-pop', 'j-rock']",low,Neutral
小畑貴裕,6qzTbAFDX82BxJIBbdKPH8,イザベラの唄,0.207,0.299,10,-11.389,0,0.0385,0.955,0.286,0.111,0.156,111.011,42,anime_score,57,['anime_score'],low,Neutral
Hiroyuki Sawano,1EmEUcSo4TNbxR84er0edj,Eye-Water,0.585,0.335,9,-13.812,0,0.0313,0.663,0.888,0.0987,0.0375,119.947,62,anime_score japanese_soundtrack,51,"['anime_score', 'japanese_soundtrack']",low,Neutral
BURNOUT SYNDROMES,5WLaJoYalaASb9JB7Yk5U6,ヒカリアレ,0.313,0.941,7,-1.741,1,0.133,0.0112,0.0,0.363,0.35,178.061,53,anime anime_rock,62,"['anime', 'anime_rock']",low,Neutral
7!!,75SKlkZrcOX32dseIE8l4O,ラヴァーズ,0.498,0.957,11,-2.709,1,0.147,0.0041,0.0,0.0638,0.672,163.761,47,anime_rock j-pixie okinawan_pop,0,"['anime_rock', 'j-pixie', 'okinawan_pop']",low,Neutral
Ken Arai,3iVvQHWCLGjfY3iFEwV9lO,Next to you - from Parasyte,0.43,0.319,4,-14.035,0,0.0436,0.783,0.917,0.136,0.32,94.964,32,unknown,0,['unknown'],low,Neutral
ASIAN KUNG-FU GENERATION,5ORPYXJKlpHWIdceavSGrL,遥か彼方,0.308,0.955,4,-3.763,1,0.111,2.39e-05,0.113,0.166,0.237,174.991,57,anime j-pop j-poprock j-rock japanese_pop_punk,65,"['anime', 'j-pop', 'j-poprock', 'j-rock', 'japanese_pop_punk']",low,Neutral
Hiroyuki Sawano,7AEcphXUR52QGYxdZ8TDVI,Vogel Im Kafig,0.109,0.335,9,-12.749,0,0.0353,0.386,0.91,0.0992,0.0397,75.475,62,anime_score japanese_soundtrack,56,"['anime_score', 'japanese_soundtrack']",low,Neutral
FLOW,6bPPyigCphBBQ9781j6eKM,COLORS,0.457,0.877,1,-4.229,1,0.0504,0.0353,0.0,0.106,0.387,136.03,55,anime,61,['anime'],low,Neutral
Joe Hisaishi,3gFQOMoUwlR6aUZj81gCzu,One Summer Day,0.41,0.196,0,-15.956,1,0.0383,0.953,0.892,0.0974,0.0622,78.823,67,anime anime_score japanese_classical japanese_soundtrack orchestral_soundtrack,65,"['anime', 'anime_score', 'japanese_classical', 'japanese_soundtrack', 'orchestral_soundtrack']",low,Neutral
sumika,543jStmHR1VrSfpxmjUIn6,フィクション,0.658,0.94,2,-2.427,1,0.0339,0.144,0.0,0.101,0.694,122.992,57,anime j-pop j-rock japanese_teen_pop,60,"['anime', 'j-pop', 'j-rock', 'japanese_teen_pop']",low,Neutral
MUSASHI PROJECT,7k9D5GUqhn0Jf3kBnfgQJ6,沸き上がる闘志,0.587,0.846,7,-7.749,1,0.0614,0.00676,0.588,0.0998,0.225,105.016,46,unknown,51,['unknown'],low,Neutral
TK from Ling tosite sigure,7MtpXnAhLKdkXjoFaK95TB,katharsis,0.555,0.828,8,-3.193,1,0.15,0.0397,0.0,0.163,0.391,144.276,55,j-poprock j-rock,57,"['j-poprock', 'j-rock']",low,Neutral
JAM Project,4YycgLIc3P6oQRY5NiOybl,THE HERO !! 〜怒れる拳に火をつけろ〜,0.467,0.967,2,-3.528,1,0.116,4.68e-05,0.0,0.195,0.177,130.175,45,anime_rock,60,['anime_rock'],low,Neutral
LiSA,3J34JtfZNylVXSKN4TDf12,明け星,0.389,0.867,1,-3.604,1,0.048,0.000303,0.0,0.347,0.215,94.952,64,anime anime_rock j-pixie j-pop,55,"['anime', 'anime_rock', 'j-pixie', 'j-pop']",low,Neutral
SawanoHiroyuki[nZk],28QpCzFbTf09Jsj2zuz58t,Avid,0.468,0.753,4,-4.329,0,0.031,0.179,5.65e-06,0.148,0.18,155.929,59,anime j-pixie,55,"['anime', 'j-pixie']",high,Positive
Joe Hisaishi,39uLYYZytVUwcjgeYLI409,Merry-Go-Round of Life - from 'Howl's Moving Castle',0.239,0.287,7,-12.565,0,0.0388,0.876,0.644,0.122,0.185,71.608,67,anime anime_score japanese_classical japanese_soundtrack orchestral_soundtrack,69,"['anime', 'anime_score', 'japanese_classical', 'japanese_soundtrack', 'orchestral_soundtrack']",low,Neutral
Hideki Taniuchi,37CZgMBMfnNLul4LQ9rg1u,Light no Theme,0.494,0.569,2,-4.69,0,0.0336,0.0614,0.904,0.0824,0.0708,129.995,46,unknown,1,['unknown'],high,Positive
Eve,13EtMetztrji5zrka6Uzd3,Bubble (feat. Uta),0.541,0.803,5,-4.725,1,0.033,0.0134,0.0,0.101,0.442,146.0,64,anime anime_rock,47,"['anime', 'anime_rock']",low,Neutral
Shiki-TMNS,0f0qeeE4JTRQpjj4fLUqsa,Senpai (feat. Hentai Dude),0.749,0.782,6,-9.589,0,0.176,0.192,0.0,0.632,0.61,83.504,49,anime_rap meme_rap,56,"['anime_rap', 'meme_rap']",low,Neutral
FictionJunction,1acwOlcOCrr0AxdyMS8fEm,from the edge,0.353,0.926,1,-3.827,1,0.149,0.00138,5.92e-05,0.234,0.157,162.046,40,anime,47,['anime'],low,Neutral
Khantrast,7yF19wC6msoj2cGUEtlm1S,She Bad,0.598,0.877,2,-5.401,1,0.112,0.105,0.0,0.0988,0.615,170.169,57,anime_rap,0,['anime_rap'],high,Negative
CHiCO with HoneyWorks,532a4qwtCf56E6qjiAn2EE,ヒミツ恋ゴコロ,0.573,0.915,5,-2.513,0,0.0852,0.0754,0.0,0.336,0.894,165.06,50,anime anime_rock j-division vocaloid,45,"['anime', 'anime_rock', 'j-division', 'vocaloid']",low,Neutral
白銀御行(CV:古川慎),77wmpTzmexp0gvyeQq45zV,My Nonfiction,0.724,0.923,11,-3.42,1,0.225,0.568,0.0,0.344,0.797,155.091,27,unknown,46,['unknown'],low,Neutral
Otaku,738ezpBPFkPV6zZmJLicaN,One summer's day,0.701,0.415,0,-17.812,1,0.0663,0.442,0.886,0.109,0.326,74.989,58,anime_lo-fi,61,['anime_lo-fi'],low,Neutral
Animelmack,6FbUqYe6AZ0KJSsNpdCGal,L Theme (Death Note),0.691,0.592,4,-13.27,0,0.0322,0.0891,0.856,0.134,0.843,135.071,41,anime_latino,38,['anime_latino'],low,Neutral
Rustage,03tNSODeYIc8v0UTEzVCcM,Hokage,0.758,0.835,1,-4.581,1,0.311,0.355,0.0,0.113,0.806,81.816,57,anime_rap,39,['anime_rap'],low,Neutral
Khantrast,0kNkyCg59tcaSGyoC2ByTX,Bunny Thot,0.71,0.848,9,-5.01,0,0.194,0.322,0.0,0.159,0.572,134.894,57,anime_rap,53,['anime_rap'],low,Neutral
Aimer,46YSff2Rq1ZtN1YVk5cwbZ,Brave Shine,0.38,0.889,8,-5.911,1,0.0801,0.00272,2.07e-06,0.152,0.514,171.083,62,anime anime_rock j-pixie j-pop j-poprock,61,"['anime', 'anime_rock', 'j-pixie', 'j-pop', 'j-poprock']",high,Positive
UVERworld,7CSTVNXkW2AbmNktlP1hi2,Touch off,0.411,0.894,4,-3.815,0,0.0465,2.36e-05,0.000447,0.447,0.195,99.607,57,anime j-pop j-poprock j-rock,59,"['anime', 'j-pop', 'j-poprock', 'j-rock']",low,Neutral
Rustage,01YYvokYa6Cmmk8lBf65iT,Running in Blind (Gojo Rap),0.832,0.936,9,-4.206,1,0.244,0.523,0.0,0.25,0.608,139.997,57,anime_rap,48,['anime_rap'],high,Negative
Rustage,5rKliwtmd9CXFQAjUECGdi,God Mode (Madara Rap),0.825,0.774,10,-4.757,0,0.333,0.731,0.000914,0.249,0.61,139.964,57,anime_rap,37,['anime_rap'],low,Neutral
Rustage,2deb24yUrqgOVwGJjaIaYp,Blood (Alucard Rap),0.788,0.936,8,-3.479,1,0.316,0.445,0.0,0.0812,0.763,139.964,57,anime_rap,56,['anime_rap'],low,Neutral
Otaku,2HYPqSwitksTpCFzYmP7Po,Blue Bird (Naruto),0.58,0.229,1,-16.333,0,0.0308,0.287,0.856,0.104,0.127,70.013,58,anime_lo-fi,55,['anime_lo-fi'],low,Neutral
Kiro Akiyama,708feUe50Ed8N6zilSiSQM,Caffeine,0.73,0.455,6,-5.467,1,0.0396,0.00372,0.0118,0.0649,0.763,133.996,44,j-rock,56,['j-rock'],low,Neutral
Samuel Kim,3ROMQLV9N3HjrcqvV88dSP,Shang-Chi Main Theme,0.324,0.766,9,-8.478,0,0.0776,0.0261,0.844,0.102,0.0399,174.017,59,anime_lo-fi,0,['anime_lo-fi'],medium,Positive
Berioska,4TRV1GJuTP8bUs3lhe50r2,Hikaru Nara (Shigatsu Wa Kimi No Uso) [feat. Animelmack],0.512,0.738,6,-9.004,0,0.0356,0.576,0.0418,0.238,0.791,159.95,35,anime_latino,45,['anime_latino'],low,Neutral
Hello Sleepwalkers,5s0AxcVJJD2YYPstMb61ro,Goya No Machiawase,0.406,0.959,0,-3.014,1,0.0952,0.000891,0.0,0.327,0.571,94.277,41,anime_rock okinawan_pop,59,"['anime_rock', 'okinawan_pop']",low,Neutral
LiSA,6RpBs7BsS9oiHKtzJXsMOS,ADAMAS,0.514,0.991,1,-1.768,0,0.115,0.00906,1.28e-05,0.316,0.298,95.528,64,anime anime_rock j-pixie j-pop,62,"['anime', 'anime_rock', 'j-pixie', 'j-pop']",low,Neutral
Belle,6fDNrVo5NKVinKJfBNgXXA,Fama Destinata - Deutsche Version,0.541,0.636,8,-10.779,0,0.0387,0.177,0.114,0.149,0.749,115.999,46,anime,5,['anime'],low,Neutral
Kato,7eo2HVkRxrDU3bQPwEiIBT,One Summer Day (Spirited Away),0.475,0.083,0,-28.071,1,0.0361,0.831,0.817,0.117,0.0362,54.528,60,anime_lo-fi,55,['anime_lo-fi'],high,Positive
ENHYPEN,6oSCR9n71tmwWL3GFb65Ec,Upper Side Dreamin’,0.608,0.886,0,-3.027,1,0.0773,0.0281,0.0,0.446,0.783,106.02,76,anime k-pop_boy_group,61,"['anime', 'k-pop_boy_group']",low,Neutral
Belle,3I4WD00WeGlGCjWoMWEsGy,Zeige Mir Den Weg,0.328,0.246,7,-12.041,1,0.0434,0.369,0.00776,0.23,0.105,127.308,46,anime,26,['anime'],low,Neutral
frad,733hyyG8U8kxxebds98nc6,First Date,0.732,0.303,4,-13.575,1,0.057,0.75,0.828,0.141,0.601,82.555,49,anime_lo-fi,57,['anime_lo-fi'],medium,Positive
Belle,6Bl8ELAqTF3ZGHgaGJ1UkH,Swarms of Song - Deutsche Version,0.432,0.526,4,-12.49,0,0.0612,0.0513,0.000105,0.0887,0.251,129.56,46,anime,15,['anime'],low,Neutral
Belle,7eFJK3p0l0mVh68qlrszNN,Allein Möchtest Du Sein,0.283,0.211,7,-11.836,1,0.0341,0.765,5.26e-05,0.112,0.121,112.785,46,anime,22,['anime'],low,Neutral
Belle,04oq6VPupinLHUHZUuskeI,Ich Will Dich Seh'n - reprise,0.282,0.181,0,-13.767,1,0.034,0.734,0.0635,0.0737,0.0522,79.987,46,anime,12,['anime'],low,Neutral
ENHYPEN,6S0By3u06ttb3kU2XEtWnw,Mixed Up,0.623,0.9,8,-3.944,0,0.236,0.0486,0.0,0.266,0.773,156.889,76,anime k-pop_boy_group,60,"['anime', 'k-pop_boy_group']",low,Neutral
Yasuharu Takanashi,42x2s9Uuu5fpd9PyPc4jzF,失意,0.272,0.122,4,-16.359,0,0.0376,0.966,0.914,0.089,0.0629,60.337,56,anime anime_score japanese_celtic,51,"['anime', 'anime_score', 'japanese_celtic']",low,Neutral
Yasuharu Takanashi,5xiL4uOUrd4IVhaY9qTm0Y,孤独,0.225,0.0619,2,-14.858,0,0.0329,0.847,0.687,0.15,0.0988,57.762,56,anime anime_score japanese_celtic,50,"['anime', 'anime_score', 'japanese_celtic']",low,Neutral
Yutaka Yamada,0BQNM4jGoWsJ4qN5GQpgmh,Licht und Schatten,0.461,0.614,2,-8.407,0,0.0341,0.00307,0.743,0.104,0.149,171.929,46,anime_score,48,['anime_score'],low,Neutral
SPYAIR,4Q8Xekfd9ihkVPCBxGK0ec,サクラミツツキ,0.292,0.906,8,-4.073,1,0.0605,0.000256,0.000743,0.231,0.348,179.004,60,anime anime_rock j-pop j-poprock j-rock,57,"['anime', 'anime_rock', 'j-pop', 'j-poprock', 'j-rock']",low,Neutral
桶狭間ありさ,7rrrySGLL4JRDm11wNOw0e,虚式「茈」,0.345,0.707,4,-7.58,0,0.0816,0.00234,0.661,0.235,0.201,136.814,39,unknown,44,['unknown'],low,Neutral
Aimer,6MNY72T605kPIOH3hnioxu,Ref:rain,0.472,0.672,7,-4.297,1,0.0287,0.0343,0.0,0.0936,0.313,77.982,62,anime anime_rock j-pixie j-pop j-poprock,56,"['anime', 'anime_rock', 'j-pixie', 'j-pop', 'j-poprock']",low,Neutral
eill,7LVsLHXVLscS5xY7q50TLT,Koko de Iki wo Shite,0.671,0.76,8,-2.852,1,0.057,0.0639,0.0,0.124,0.796,107.007,47,anime,45,['anime'],low,Neutral
Eve,1AfFUID69eG8hOkkc3asNM,Ao No Waltz,0.417,0.52,3,-4.872,1,0.0324,0.19,0.0,0.0783,0.346,123.934,64,anime anime_rock,52,"['anime', 'anime_rock']",low,Neutral
Eve,0maSUktGFelOHPjTP8c1Kd,Inochi No Tabekata,0.541,0.823,6,-4.734,0,0.055,0.0073,1.82e-05,0.251,0.553,143.037,64,anime anime_rock,56,"['anime', 'anime_rock']",low,Neutral
Kijugo,640GYv0XyB1r9QsylKGFOi,Unravel but is it okay if it's lofi?,0.751,0.258,7,-14.304,0,0.126,0.123,0.152,0.196,0.51,60.012,45,anime_lo-fi,42,['anime_lo-fi'],high,Positive
Linked Horizon,2vH8JFJKfkAgZs1GFlOzGh,Akatsuki no Requiem,0.498,0.82,2,-6.288,0,0.0439,0.401,4.54e-06,0.373,0.299,136.901,56,anime otacore,53,"['anime', 'otacore']",low,Neutral
CHiCO with HoneyWorks,7JPAO45DZOmN2bciVaBia5,世界は恋に落ちている,0.627,0.884,7,-4.619,1,0.0484,0.0116,0.0,0.103,0.456,130.061,50,anime anime_rock j-division vocaloid,56,"['anime', 'anime_rock', 'j-division', 'vocaloid']",low,Neutral
Sunday Vibes,0hiTwMBveSSLOcA608KRCh,Blue Bird Lofi,0.811,0.456,7,-8.821,0,0.0448,0.595,3.96e-06,0.74,0.719,119.849,30,anime_lo-fi,33,['anime_lo-fi'],low,Neutral
FLOW,30WNOfFRiqgebO4eRkCii8,GO!!!,0.61,0.963,11,-4.451,1,0.0576,0.075,0.0,0.256,0.839,133.747,55,anime,62,['anime'],low,Neutral
Eve,44VYdLnwvhn1H1cfieb84a,Shinkai,0.621,0.778,11,-3.818,1,0.0284,0.00378,2.52e-05,0.103,0.602,122.98,64,anime anime_rock,52,"['anime', 'anime_rock']",low,Neutral
Eve,0ac12GgX8LZK0VNC4N91o2,Yoku,0.411,0.601,8,-6.837,1,0.0665,0.268,0.000278,0.0899,0.526,87.648,64,anime anime_rock,46,"['anime', 'anime_rock']",low,Neutral
Khantrast,6aLzDW8TlgccoWycY99mfU,I'm Toxic,0.75,0.727,11,-8.445,1,0.0669,0.214,0.0,0.0557,0.847,109.923,57,anime_rap,57,['anime_rap'],low,Neutral
ZAQ,4qo5N3dKIxKsqrplJFxq7c,カーストルーム,0.53,0.931,4,-4.003,0,0.0734,0.00482,0.0,0.304,0.807,156.046,47,anime anime_rock denpa-kei j-pixie,42,"['anime', 'anime_rock', 'denpa-kei', 'j-pixie']",low,Neutral
Yuki Hayashi,50o13VmOJiUj3WfU7XmEAn,My Hero Academia,0.15,0.895,4,-5.159,0,0.0809,0.00101,0.765,0.131,0.299,180.338,56,anime_score japanese_soundtrack,52,"['anime_score', 'japanese_soundtrack']",low,Neutral
BURNOUT SYNDROMES,1ZGmDs16vtSI0nlxDFljFK,PHOENIX,0.493,0.947,0,-0.717,1,0.0701,0.111,0.0,0.345,0.656,137.124,53,anime anime_rock,58,"['anime', 'anime_rock']",low,Neutral
Rustage,1Eq8hJo7DCax546vu6hAzn,Fear My Touch (Death Note),0.682,0.903,8,-4.577,1,0.386,0.432,0.000158,0.085,0.242,140.015,57,anime_rap,33,['anime_rap'],low,Neutral
Yugo Kanno,3q7hI6kxCAbj0yDTR4asML,Uragirimonono Requiem - Giorno Ver.,0.357,0.932,1,-4.428,0,0.246,0.0236,0.0,0.196,0.338,168.125,53,anime_score japanese_soundtrack,55,"['anime_score', 'japanese_soundtrack']",low,Neutral
KOHTA YAMAMOTO,1wzZ9SaE5PYW5jps5q1c24,Footsteps of Doom,0.102,0.581,5,-9.61,1,0.0394,7.19e-05,0.88,0.297,0.171,79.765,47,unknown,45,['unknown'],low,Neutral
Kato,664cheHciPtk0bDDIADFP4,Sadness and Sorrow,0.54,0.442,4,-11.105,0,0.0291,0.43,0.938,0.38,0.278,140.054,60,anime_lo-fi,43,['anime_lo-fi'],low,Neutral
Otaku,7E5eZ1ZGeqtIPIXIU5NceV,Marco and Gina,0.733,0.262,8,-16.316,1,0.0627,0.548,0.854,0.102,0.393,75.082,58,anime_lo-fi,59,['anime_lo-fi'],low,Neutral
